file,slave_left_path_length,slave_left_economy_of_motion,slave_left_rms_jerk,slave_left_smoothness_score,slave_left_duration_s,slave_right_path_length,slave_right_economy_of_motion,slave_right_rms_jerk,slave_right_smoothness_score,slave_right_duration_s
Knot_Tying_B001.txt,0.5539926995448712,0.5850949106249996,2.0280516735477834,-11.698967365880037,57.8,0.4020829092291289,0.34618107712500057,1.5274516913881429,-11.731121156861091,57.8
Knot_Tying_B002.txt,0.4023283840258781,0.3144551489999996,1.6329938812582143,-11.374182826247269,49.3,0.37219093151740307,0.2685644808749997,1.5729733097286356,-11.409286189619875,49.3
Knot_Tying_B003.txt,0.5285581767004248,0.45304843218750007,1.8926372248496013,-11.488064375197627,53.699999999999996,0.42201912109546436,0.39185907806250014,1.7842871264372329,-11.632380438033874,53.699999999999996
Knot_Tying_B004.txt,0.6254667329148081,0.5644916240625,1.965283868903136,-11.690949502806877,60.63333333333333,0.709206308256366,0.8253190220624992,2.3710707870418917,-11.744851214755883,60.63333333333333
Knot_Tying_B005.txt,1.439220249892455,1.6716060314999992,2.2884878868324816,-12.943097104189022,123.03333333333333,1.3229437790167253,1.6199123191874998,2.2148705515132763,-12.987868310947388,123.03333333333333
Knot_Tying_C001.txt,0.6330968229476468,1.6305301383750004,3.7839504891229168,-11.221520007614902,40.86666666666667,0.7823811993140706,1.556374446,3.8390068674265114,-11.050170351792069,40.86666666666667
Knot_Tying_C002.txt,0.6767710403457883,2.3868380463750003,4.43449185772278,-10.93947001198991,35.56666666666666,0.739404156942223,2.0793185915625,4.640842835796373,-10.90209576797203,35.56666666666666
Knot_Tying_C003.txt,0.7622148726805185,2.6059844002500006,4.6462864396324415,-10.888903243448219,35.733333333333334,0.6521244488545126,1.6953031383750012,4.035079523779215,-10.901889351589992,35.733333333333334
Knot_Tying_C004.txt,0.8922190531631874,3.3960270853125,5.005158830698508,-11.478527607772715,46.06666666666666,0.622182933641679,1.8683332154999996,4.137838583053333,-11.626345768030852,46.06666666666666
Knot_Tying_C005.txt,0.7099614286719707,2.3574509814375,4.446749993015173,-11.0931863722314,38.3,0.5909506594028946,1.2014020423124998,3.4779928054744533,-11.039125370888856,38.3
Knot_Tying_D001.txt,0.8270500442855004,1.381916973375,3.14547880568194,-11.170935991233206,46.6,0.39479639859558613,0.4378101738750003,1.8648488561570646,-11.359166955625424,46.6
Knot_Tying_D002.txt,0.6783089552108965,0.9839551460624999,2.9458029306027624,-10.973704957224239,41.333333333333336,0.5607606064641879,1.0052817238124991,2.92958275179542,-11.134209225492674,41.333333333333336
Knot_Tying_D003.txt,0.7038370235262938,1.0966948256250002,2.8094468207148933,-11.218508577388361,46.7,0.5585991501702989,0.7865476464375009,2.4489498474098745,-11.299970402849036,46.7
Knot_Tying_D004.txt,0.5869557530273357,0.9006343813125,3.072504930788553,-10.69762882275141,34.93333333333333,0.42812863701995707,0.5923537678125002,2.47091918907858,-10.782422900846944,34.93333333333333
Knot_Tying_D005.txt,0.6777205207115544,1.1327688675,3.3350743933544127,-11.113590520244097,41.833333333333336,0.4278622728228457,0.6108635165625,2.2708872845577357,-11.17926390962341,41.833333333333336
Knot_Tying_E001.txt,0.7593674692067058,0.8682127644375004,2.440437840442603,-11.361597957414634,53.03333333333333,0.6447429216554595,0.6901175851874989,2.315641723384769,-11.458135999717058,53.03333333333333
Knot_Tying_E002.txt,0.5914583748028784,0.516336690375,2.231071107942341,-10.96641590861887,43.2,0.5101647231254441,0.5374531659374997,2.2421549237564053,-11.09914784055493,43.2
Knot_Tying_E003.txt,0.671403727408731,0.7337102377500002,2.5253417767444915,-11.187260947815426,47.06666666666666,0.5124263838052859,0.6086210349375,2.305807028687134,-11.342971069290444,47.06666666666666
Knot_Tying_E004.txt,0.6350464955786517,1.2207968038125012,3.4898055034281503,-11.437904161098343,45.666666666666664,0.6171454723510861,1.0717940621250017,3.40514864719963,-11.441409818333302,45.666666666666664
Knot_Tying_E005.txt,0.5184583678833852,0.49935076087499985,2.232265684671743,-10.999619935966082,41.86666666666667,0.4186253959295719,0.4509099663749997,2.099972325348245,-11.132331946551595,41.86666666666667
Knot_Tying_F001.txt,0.47818209908973874,0.9780243935624993,3.574182184848601,-10.664804599294241,30.633333333333333,0.3534623110985248,0.641773632937499,2.9807707525480542,-10.769608782977791,30.633333333333333
Knot_Tying_F002.txt,0.6422626830606398,1.495768377937499,3.8157287767641557,-10.713938378336115,33.7,0.4141788730519915,0.9535358626874996,3.112273638266775,-10.917988426288208,33.7
Knot_Tying_F003.txt,0.6227934708573974,0.43863759899999993,1.3549810773845736,-12.420981660046559,90.7,0.8842125882435151,0.9777509122500011,2.0958056245106866,-12.495391917481443,90.7
Knot_Tying_F004.txt,0.8672677800016819,1.7917178433750003,3.07650910593794,-11.810602074221617,60.96666666666667,0.6576575637556032,1.411497672187501,2.8072010148557918,-11.971339474571266,60.96666666666667
Knot_Tying_F005.txt,0.7592333080593936,1.1033240495625012,2.62844361379444,-11.816366041686315,61.6,0.9302842734131997,1.8025618449375003,3.293985416181841,-11.83593120291999,61.6
Knot_Tying_G001.txt,0.745712803639016,0.8887209468750004,2.009662207077804,-12.244848953798023,78.93333333333334,1.200635617334917,2.0283879718125,3.06660369332862,-12.198238885980379,78.93333333333334
Knot_Tying_G002.txt,0.6723596563716194,0.7133845499999997,1.8079721288775241,-12.145394707523996,76.03333333333333,0.7737144262302089,1.0355879362500016,2.2499361530024307,-12.213393537482249,76.03333333333333
